work_id,title,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits
7544575,Lights Will Guide You Home,Teen And Up Audiences,"Gen, Multi, F/F, F/M, M/M","Star Wars - All Media Types, Star Wars Prequel Trilogy, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels","Padme Amidala/Obi-Wan Kenobi, Padme Amidala/Obi-Wan Kenobi/Anakin Skywalker, Ezra Bridger/Luke Skywalker, Barriss Offee/Ahsoka Tano","Padme Amidala, Obi-Wan Kenobi, Anakin Skywalker, Luminara Unduli, Leia Organa, Luke Skywalker, Ahsoka Tano, Ezra Bridger","Alternate Universe - Canon Divergence, Padme Lives, Suitless Vader, basically just a fix-it, and me throwing together the original saga and both tv shows, Angst, Plot-heavy, not relationship heavy",English,2016-07-21,Updated,2017-08-20,32819,6/10,85,515,98,10830
6334627,i could teach you (but i'd have to charge),Not Rated,,"Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels, Star Wars - All Media Types","Padme Amidala/Obi-Wan Kenobi/Anakin Skywalker, Anakin Skywalker & Ahsoka Tano, Ahsoka Tano & Sabine Wren, Padme Amidala & Obi-Wan Kenobi","Anakin Skywalker, Obi-Wan Kenobi, Padme Amidala, Ahsoka Tano, Sabine Wren, Hera Syndulla, Kanan Jarrus, Dooku (Star Wars), Mace Windu, CT-7567 | Rex, CC-2224 | Cody, Rush Clovis","Alternate Universe - High School, Humor",English,2016-03-23,Updated,2016-08-12,7123,2/?,55,507,125,6408
8015536,Blackbird,Mature,F/M,"Star Wars: Rebels, Star Wars - All Media Types",Kanan Jarrus/Hera Syndulla,"Hera Syndulla, Kanan Jarrus, Ezra Bridger, Sabine Wren, Garazeb ""Zeb"" Orrelios, C1-10P | Chopper, AP-5, Ahsoka Tano, Maz Kanata, PROXY - Character, Janus Kasmir, Kallus | ISB-021, The Grand Inquisitor (Star Wars), Seventh Sister (Star Wars), Thrawn | Mitth'raw'nuruodo","Alternate Universe - Canon Divergence, Ghost Crew - Freeform, Found Family, blind!kanan, Slow Burn, Minor Character Death, Angst, References to Addiction, not drugs though, No Smut, minor torture, Happy Ending",English,2016-09-11,Completed,2017-11-19,249838,40/40,656,480,93,12788
4527786,Hide Yourself for Me,General Audiences,Gen,"Star Wars: Rebels, Star Wars Original Trilogy",Ahsoka Tano & Leia Organa,"Ahsoka Tano, Leia Organa, Bail Organa",,English,2015-08-08,Completed,2015-08-08,2209,1/1,28,475,101,2904
10062053,"From Flames, I Soar",Mature,,"Star Wars - All Media Types, Star Wars: Rebellion Era - All Media Types, Star Wars: Rebels",Kanan Jarrus/Hera Syndulla,"Obi-Wan Kenobi, Kanan Jarrus, Ezra Bridger, Hera Syndulla, Sabine Wren, Garazeb ""Zeb"" Orrelios, Thrawn | Mitth'raw'nuruodo, The Inquisitor (Star Wars), CC-2224 | Cody, Ahsoka Tano, Luke Skywalker, Leia Organa, Yoda (Star Wars), Qui-Gon Jinn","Sith Obi-Wan, Drunken Shenanigans, The Dark Side of the Force, Sith Shenanigans, Inappropriate Use of Lightsabers, Inappropriate Use of the Force, Mind Control, Bad Decisions",English,2017-03-03,Updated,2019-12-15,720618,63/?,436,475,35,15242
7196108,S,Teen And Up Audiences,M/M,Star Wars: Rebels,"Kallus | ISB-021/Garazeb ""Zeb"" Orrelios","Kallus | ISB-021, Garazeb ""Zeb"" Orrelios, Ezra Bridger, Hera Syndulla, Kanan Jarrus, Sabine Wren","Hurt/Comfort, Self-Destruction, Suicidal Thoughts, Depression, Canon-Typical Violence, Slow Burn, Interspecies Romance",English,2016-06-14,Completed,2016-06-14,34126,15/15,74,474,92,5186
10746336,Searching for him,General Audiences,M/M,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels, Star Wars Episode IV: A New Hope, Star Wars Episode III: Revenge of the Sith",CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi, CT-7567 | Rex, Ahsoka Tano, Hera Syndulla","Fix-It, Cody's journey from Revenge of the Sith to a New Hope, With Cameos from favorite Rebels...",English,2017-05-04,Completed,2017-05-04,1771,1/1,25,470,56,3568
3406271,Sick Days Not Needed,General Audiences,Gen,"Star Wars - All Media Types, Star Wars: Rebels",Ezra Bridger & Kanan Jarrus,"Ezra Bridger, Kanan Jarrus, Hera Syndulla","Sickfic, Hurt/Comfort",English,2015-02-21,Completed,2015-02-21,3457,1/1,20,471,69,6068
13285578,Star Wars Reader Insert,Not Rated,"F/F, F/M, M/M, Multi","Star Wars - All Media Types, Star Wars Prequel Trilogy, Star Wars Original Trilogy, Star Wars Sequel Trilogy, Star Wars Legends - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels","Ben Solo | Kylo Ren/Reader, Poe Dameron/Reader, Armitage Hux/Reader, Obi-Wan Kenobi/Reader, Rey (Star Wars)/Reader, Darth Vader/Reader, Darth Maul/Reader, Cassian Andor/Reader, Orson Krennic/Reader, Wilhuff Tarkin/Reader, Thrawn | Mitth'raw'nuruodo/Reader, Mara Jade/Reader, Finn (Star Wars)/Reader, Armitage Hux/Kylo Ren/Reader, Snoke (Star Wars)/Reader, Sheev Palpatine/Reader, Luke Skywalker/Reader, Matt the Radar Technician/Reader, Alexsandr Kallus/Reader","You, Luke Skywalker, Sheev Palpatine | Darth Sidious, Snoke (Star Wars), Armitage Hux, Finn (Star Wars), Mara Jade, Han Solo, Thrawn | Mitth'raw'nuruodo, Wilhuff Tarkin, Orson Krennic, Cassian Andor, Darth Maul, Anakin Skywalker | Darth Vader, Rey (Star Wars), Obi-Wan Kenobi, Poe Dameron, Ben Solo | Kylo Ren, Matt the Radar Technician, Millicent the Cat (Star Wars), Alexsandr Kallus","Reader-Insert, Force-Sensitive Reader, Jedi Reader, Sith Shenanigans, Alternate Universe - Modern Setting, Angst and Fluff and Smut, One Shot Collection, One-Sided Relationship, One Night Stands, Pregnancy, Unplanned Pregnancy, Emotional/Psychological Abuse, Domestic Fluff, Canon-Typical Violence, Not Canon Compliant, Genderbending, Female Friendship, Female Armitage Hux, Top Armitage Hux, Armitage Hux Needs A Hug, Kylo Ren Has Issues, Dominant Kylo Ren, Possessive Kylo Ren, Angry Kylo Ren, Bottom Kylo Ren, Young Ben Solo, Alternate Universe - Ben Solo Doesn't Turn to the Dark Side, Kylo Ren is Matt the Radar Technician, First Love, Poe Dameron Hurts So Prettily, Protective Poe Dameron, Depressed Luke, Protective Luke, Manipulative Sheev Palpatine, Creepy Snoke (Star Wars), Snoke Being a Dick, Evil Snoke, Obi-Wan Needs a Hug, Protective Obi-Wan, Teacher Obi-Wan, POV Hux, Suitless Vader, Darth Vader Lives, Hurt Cassian Andor, Spies & Secret Agents, Dominant Orson Krennic, Parents Han and Leia, Parent Han Solo, Protective Han Solo, Threesome, Threesome - F/M/M, Established Relationship, Underage Rape/Non-con, Forced Marriage, Power Kink, Power Imbalance, Prostitution, Forced Prostitution, Blood As Lube, Blood, Come Eating, Come Swallowing, Sugar Daddy, Little Mermaid Elements, Infidelity, Cheating, Adultery",English,2018-01-06,Updated,2019-06-01,20035,17/?,126,466,32,27050
3967084,Close Only Counts,Explicit,F/M,Star Wars: Rebels,"Kanan Jarrus & Hera Syndulla, Kanan Jarrus/Hera Syndulla","Kanan Jarrus, Hera Syndulla, Garazeb ""Zeb"" Orrelios, C1-10P | Chopper, Sabine Wren, Ezra Bridger","Mild Hurt/Comfort, Slice of Life, Explicit Sexual Content, Family Dynamics",English,2015-05-31,Completed,2015-08-11,39594,13/13,169,466,74,9086
10838289,Imperials Have More Fun,General Audiences,Gen,"Star Wars, Star Wars Rebels, Star Wars - All Media Types, Star Wars: Thrawn - Timothy Zahn","Thrawn | Mitth'raw'nuruodo & Eli Vanto, Thrawn | Mitth'raw'nuruodo/Eli Vanto","Thrawn - Character, Eli Vanto","Awkward character interactions, Cultural Misunderstandings, Adventures!, one shots, some silly stories, some angsty stories, some hurt and comfort stories, all fun times, lots of fluff and cuteness",English,2017-05-06,Completed,2019-08-08,22807,15/15,513,461,49,5175
11465352,An Early Return,Teen And Up Audiences,F/M,"Star Wars - All Media Types, Star Wars Legends - All Media Types, Star Wars: Rebels",Mara Jade/Luke Skywalker,"Luke Skywalker, Mara Jade, Darth Vader, The Inquisitor (Star Wars), Garm Bel Iblis, Cham Syndulla, Yoda (Star Wars), Ahsoka Tano","Time Travel, Pre-Star Wars: Rebels, Post-Star Wars: Revenge of the Sith",English,2017-07-11,Updated,2019-05-12,70819,33/?,226,458,137,18655
3064295,Is It a Dream?,Mature,M/M,Star Wars: Rebels,"The Inquisitor/Ezra, Kanan/Ezra, Ezra Bridger/Kanan Jarrus","The Inquisitor (Star Wars Rebels), Kanan Jarrus, Ezra Bridger, Hera Syndulla, Sabine Wren, Garazeb ""Zeb"" Orrelios","Cuddling & Snuggling, Non-Graphic Rape/Non-Con, Sexual Content",English,2014-12-30,Completed,2015-01-16,11768,4/4,83,455,30,12262
5278049,Snips,General Audiences,,"Star Wars: The Clone Wars (2008) - All Media Types, Star Wars - All Media Types, Star Wars: Rebels",Kanan Jarrus/Hera Syndulla,"Ahsoka Tano, Kanan Jarrus, Ezra Bridger, Anakin Skywalker, Hera Syndulla, CT-7567 | Rex","Ahsoka is nostalgic, Kanan is a good listener, Ezra is very similar to Anakin and it makes Ahsoka sad",English,2015-11-24,Completed,2015-11-24,1227,1/1,23,447,61,4519
10728954,Traitors and Outcasts,Teen And Up Audiences,Gen,"Star Wars Rebels, Star Wars - All Media Types, Star Wars: Thrawn - Timothy Zahn",,"Eli Vanto, Hera Syndulla, Ezra Bridger, Thrawn | Mitth'raw'nuruodo, Kanan Jarrus","Kidnapping, Torture, Fluff, Angst and Hurt/Comfort, Plotfic, not a thranto, Imprisonment",English,2017-04-25,Completed,2017-07-05,31656,20/20,561,446,68,6152
12288612,Scars Will Heal (But Were Meant To Bleed),Not Rated,M/M,Star Wars: Rebels,"Alexsandr Kallus/Garazeb ""Zeb"" Orrelios","Alexsandr Kallus, Garazeb ""Zeb"" Orrelios, Hera Syndulla, Ezra Bridger, Sabine Wren, Jun Sato (Star Wars), Kanan Jarrus, Thrawn | Mitth'raw'nuruodo","Aftermath of Torture, Post-Traumatic Stress Disorder - PTSD, I started writing this after season 2 so it's not necessarily super canon compliant, Mostly deaf Kallus, He's just really not having a good time of it",English,2017-10-07,Updated,2019-02-25,31948,17/?,120,444,54,6766
8376922,Star Wars Prompts,General Audiences,"Gen, M/M, F/M","Star Wars - All Media Types, Star Wars Prequel Trilogy, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels, Rogue One: A Star Wars Story (2016)","Obi-Wan Kenobi/CT-7567 | Rex, Paws (OC)/Fang (OC), CC-2224 | Cody/Obi-Wan Kenobi, CC-2224 | Cody & CT-7567 | Rex, CT-5597 | Jesse/CT-6116 | Kix, Padme Amidala/Anakin Skywalker, Jango Fett/Obi-Wan Kenobi, Bo-Katan Kryze/Pre Viszla, CC-2224 | Cody/Obi-Wan Kenobi/CT-7567 | Rex","Qui-Gon Jinn, Obi-Wan Kenobi, CC-2224 | Cody, Clones OCs, Shaak Ti, Anakin Skywalker | Darth Vader, Dooku | Darth Tyranus, Sheev Palpatine | Darth Sidious, CT-7567 | Rex, Ahsoka Tano, CC-5052 | Bly, Aayla Secura, Fang (OC), Paws (OC), Jyn Erso, Cassian Andor, Chirrut Imwe, Baze Malbus, Dogma (Star Wars), CC-3636 | Wolffe, CT-5597 | Jesse, CT-6116 | Kix, Padme Amidala, Comet (Star Wars), Worst (OC), Jango Fett, Bo-Katan Kryze, Pre Vizsla","Alternate Universe, Clones Feels, Sith Empire, Rebels Season 2 Spoilers, Time Travel, Rogue One Spoilers, De-aged AU, Rogue One AU, all the aus, Tropes, Wingfic, fairytale AU, Alternate Universe - Beauty and the Beast Fusion, Alternate Universe - Coffee Shops & Cafes, Secret Marriage, Huddling For Warmth, Swapping Clothes, Alternate Universe - Modern Setting, Mandalorian Obi-Wan Kenobi, Deus Ex Machina, Dramatic last line, Alternate Universe - Pirates of the Caribbean Fusion, Pirates, Car trope, Threesome - M/M/M, Undercover",English,2016-10-25,Updated,2017-04-20,20202,29/?,61,443,64,5904
7277554,"Um, I'm not really interested in becoming A Good, Honest Person At Heart (like, at all.)",Teen And Up Audiences,"Gen, M/M","Star Wars - All Media Types, Star Wars Episode I: The Phantom Menace, Star Wars Rebels: Servants of the Empire - Jason Fry","Obi-Wan Kenobi/Darth Maul, if you squint, but its not shippy b/c they're kids and that would be fucking gross","Darth Maul, Obi-Wan Kenobi, Qui-Gon Jinn, Sheev Palpatine | Darth Sidious, Mace Windu","AU, Maul and Obi are kids y'all, Mauls fucked up 'cause Palpatine was a dick, Hurt, Comfort, Post-Traumatic Stress Disorder - PTSD, Recovery from child abuse",English,2016-06-23,Updated,2018-03-11,18945,9/?,90,436,74,6638
12837480,Friends in Low Places,Not Rated,M/M,Star Wars: Rebels,"Alexsandr Kallus/Garazeb ""Zeb"" Orrelios","Hera Syndulla, Kanan Jarrus, Ezra Bridger, Sabine Wren, Jun Sato (Star Wars), Thrawn | Mitth'raw'nuruodo, Alexsandr Kallus, Garazeb ""Zeb"" Orrelios","aftermath of imprisonment, recovering from trauma, a multitude of unhealthy coping mechanisms, Implied/Referenced Alcohol Abuse/Alcoholism, very casual nihilism, everyone is concerned, kallus has no standards, or dignity really, ezra is continually horrified, I've given up on trying to make my fics canon compliant, I'm just here for angst and a good time, suicidality/suicide mention, unorthodox methods of persuasion, Implied/Referenced Drug Use",English,2017-11-26,Updated,2019-11-17,42044,24/?,133,433,60,6913
7144571,"Light a Candle, Cast a Shadow",Teen And Up Audiences,"F/M, Gen","Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Rebels, Star Wars - All Media Types, Star Wars Prequel Trilogy","Anakin Skywalker & Ahsoka Tano, Anakin Skywalker/Ahsoka Tano, Ahsoka Tano & Darth Vader, Obi-Wan Kenobi & Anakin Skywalker, Obi-Wan Kenobi & Darth Vader, Obi-Wan Kenobi & Ahsoka Tano, Darth Sidious & Anakin Skywalker, Darth Sidious & Darth Vader","Ahsoka Tano, Obi-Wan Kenobi, Sheev Palpatine | Darth Sidious, Anakin Skywalker | Darth Vader, Anakin Skywalker, Darth Vader","Quasi Dark Side Ahsoka, Vader gets a wakeup call but he's still a total twerp, Force Healing Ex Machina, Fix-It of Sorts, Yet another Twilight of the Apprentice fic, Alternate Universe - Canon Divergence",English,2016-06-09,Updated,2016-07-14,7424,4/?,77,429,86,7615
10628475,Vision Void,Teen And Up Audiences,Gen,"Star Wars - All Media Types, Star Wars: Rebels, Star Wars Original Trilogy","Ezra Bridger & Luke Skywalker, Kanan Jarrus & Luke Skywalker, Luke Skywalker & Ahsoka Tano","Luke Skywalker, Ezra Bridger, Kanan Jarrus, Ahsoka Tano","Alternate Universe - Role Reversal, Luke Organa, Episode: s02e21-22 Twilight of the Apprentice, Alternate Universe - Luke and Leia Switched, Ahsoka Tano Lives",English,2017-04-15,Completed,2017-04-25,23983,2/2,20,421,22,5615
13597905,Firebird,General Audiences,,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Clone Wars (2003) - All Media Types, Star Wars: Rebels","CC-2224 | Cody & Obi-Wan Kenobi, 212th Attack Battalion & Obi-Wan Kenobi","Obi-Wan Kenobi, CC-2224 | Cody, 212th Attack Battalion, CT-7567 | Rex","Female Obi-Wan Kenobi, Wingfic, Wings, Alternate Universe - Canon Divergence",English,2018-02-07,Completed,2018-02-07,1752,1/1,14,413,29,5754
8135873,Against The Current,Teen And Up Audiences,,Star Wars: Rebels,Ezra Bridger/Luke Skywalker,"Ezra Bridger, Darth Maul, Kanan Jarrus, Hera Syndulla, Sabine Wren, Luke Skywalker, Garazeb ""Zeb"" Orrelios",Kid Fic,English,2016-09-25,Completed,2019-10-08,18244,19/19,116,410,65,5861
7799950,The Only Way Through,General Audiences,Gen,"Star Wars: The Clone Wars (2008) - All Media Types, Star Wars Original Trilogy, Star Wars: Rebels",Obi-Wan Kenobi & Ahsoka Tano,"Ahsoka Tano, Obi-Wan Kenobi","Reunions, Post-Episode: s02e19-20 Twilight of the Apprentice, the skywalker family tragedy",English,2016-08-18,Completed,2016-08-18,1472,1/1,34,408,50,3215
2606978,Troposphere,Explicit,F/M,Star Wars: Rebels,Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla","Tropes, UST, Action/Adventure, Sharing Body Heat, Sharing a Bed, Trapped In A Closet, Sex Slave, Undercover As Prostitute, Fake/Pretend Relationship, it's so hot I have to take off these clothes, Pre-Series",English,2014-11-12,Updated,2015-09-10,22820,6/10,116,404,57,6538
17435678,"Killing the Past, Saving the Future",General Audiences,F/M,"Star Wars - All Media Types, Star Wars Prequel Trilogy, Star Wars: Rebels","Padme Amidala/Anakin Skywalker, Anakin Skywalker & Shmi Skywalker","Anakin Skywalker | Darth Vader, Shmi Skywalker, Padme Amidala, Ahsoka Tano, Ezra Bridger, Sheev Palpatine | Darth Sidious, Obi-Wan Kenobi, Cliegg Lars, Dooku | Darth Tyranus","Alternate Universe, Alternate Universe - Canon Divergence, Alternate Universe - Time Travel, Time Travel, POV Second Person, POV Darth Vader, Darth Vader Redemption, Episode: s04e13 A World Between Worlds, Episode: s02e21-22 Twilight of the Apprentice, Star Wars: Rebels Spoilers, Movie: Star Wars: Attack of the Clones, Tatooine (Star Wars), Shmi Skywalker Lives, Happy Ending, Timeline Shenanigans, The Special Kind of Disgust That You Can Only Feel When You See Your Teenage Self",English,2019-01-16,Completed,2019-01-18,3450,2/2,26,400,62,3527
6357565,Bahryn's Orbit,Teen And Up Audiences,"F/M, M/M",Star Wars: Rebels,"Garazeb ""Zeb"" Orrelios/Kallus | ISB-021, Kallus/Zeb Orrelios, Hera Syndulla/Kanan Jarrus","Kallus | ISB-021, Garazeb ""Zeb"" Orrelios, Hera Syndulla, Kanan Jarrus, Ezra Bridger, Sabine Wren, C1-10P | Chopper","Redemption, Whump, Fluff, POV Alternating, Canon-Typical Violence, Bro-Rifle Ship, Protective Space Family, Suggestive Themes",English,2016-03-26,Completed,2016-04-17,10416,5/5,68,397,48,5332
10610031,It Works on You,Teen And Up Audiences,M/M,Star Wars: Rebels,"Kallus | ISB-021/Garazeb ""Zeb"" Orrelios","Kallus | ISB-021, Garazeb ""Zeb"" Orrelios","Fluff, I am the Fluff Queen, Xenophilia, More Xenophilia when it's an alien having the hots for a human, turn ons",English,2017-04-12,Completed,2017-04-12,3263,1/1,40,392,54,3680
13598769,Firebrand,Teen And Up Audiences,F/M,"Star Wars - All Media Types, Star Wars: The Clone Wars (2008) - All Media Types, Star Wars: Clone Wars (2003) - All Media Types, Star Wars: Rebels","212th Attack Battalion & Obi-Wan Kenobi, CC-2224 | Cody & Obi-Wan Kenobi, Obi-Wan Kenobi & CT-7567 | Rex","Obi-Wan Kenobi, CC-2224 | Cody, CT-7567 | Rex, Kanan Jarrus, Ezra Bridger, Sabine Wren, Hera Syndulla","Female Obi-Wan Kenobi, Wingfic, Wings, Alternate Universe - Canon Divergence",English,2018-02-07,Completed,2018-02-07,1199,1/1,10,390,16,4939
10470963,A Man Chipped and Jagged,General Audiences,Gen,Star Wars: Rebels,"Kallus | ISB-021 & Garazeb ""Zeb"" Orrelios, Kanan Jarrus & Kallus | ISB-021, Kallus | ISB-021 & Hera Syndulla, Kallus | ISB-021 & C1-10P | Chopper, Kallus | ISB-021 & AP-5, Ezra Bridger & Kallus | ISB-021, Kallus | ISB-021 & Sabine Wren","Kallus | ISB-021, Garazeb ""Zeb"" Orrelios, Kanan Jarrus, Hera Syndulla, C1-10P | Chopper, AP-5 (Star Wars), Ezra Bridger, Sabine Wren","Episode: s03e22 Zero Hour, Spoilers, Catharsis, that sexy lock of hair, You know what I mean, angsty and pensive, but ultimately uplifting, captain kallus, hot kallus",English,2017-03-27,Completed,2017-09-09,37604,9/9,239,387,72,5020
3363869,Reaching Through the Fog,Teen And Up Audiences,Gen,"Star Wars: Rebels, Star Wars - All Media Types","Ezra Bridger & Kanan Jarrus, Kanan Jarrus & Hera Syndulla, Space Family (Star Wars Rebels)","Ezra Bridger, Kanan Jarrus, Hera Syndulla, Sabine Wren, C1-10P | Chopper, Garazeb ""Zeb"" Orrelios","Mild drug mentions, Hurt/Comfort, Platonic Cuddling, Going to be debunked soon, Spoilers for Call to Action",English,2015-02-15,Completed,2015-02-15,2841,1/1,14,382,54,4680
